artist,track,mean_rank,occurence,top10_occurence,artist_followers,artist_genre,artist_hot,artist_id,duration,end_fade,key,key_con,loud,mode,mode_con,publish_date,start_fade,temp,time_sig,time_sig_con,track_id,track_pop
Portugal. The Man,Feel It Still,28.704545454545453,44,9,,,,,,,,,,,,2018-05-02,,,,,,
Post Malone,92 Explorer,69.0,3,0,8876006.0,"pop,rap",0.96,246dkjvS1zLTtiykXe5h60,211.42667,0.0,7.0,0.588,-4.82,0.0,0.563,2018-05-23,200.01088,146.03,4.0,1.0,1D2L6MefbXon28PzIk9I3r,77.0
Post Malone,Better Now,11.566666666666666,30,18,8876013.0,"pop,rap",0.96,246dkjvS1zLTtiykXe5h60,231.26667,0.0,10.0,0.596,-5.843,1.0,0.363,2018-11-28,221.70993,145.028,4.0,0.994,7dt6x5M1jzdTEt8oCbisTK,92.0
Post Malone,Blame It On Me,70.0,2,0,8876006.0,"pop,rap",0.96,246dkjvS1zLTtiykXe5h60,261.8,0.0,11.0,0.425,-7.307,0.0,0.508,2018-05-16,256.63274,121.838,4.0,1.0,1ZemPoaj7LBj1RAQrb89EC,74.0
Post Malone,Candy Paint,71.2,20,0,,,,,,,,,,,,2018-05-09,,,,,,
Post Malone,Go Flex,90.7,10,0,8875999.0,"pop,rap",0.96,246dkjvS1zLTtiykXe5h60,179.61333,0.0,5.0,0.751,-8.185,1.0,0.598,2017-12-13,174.2019,81.967,4.0,0.76,5yuShbu70mtHXY0yLzCQLQ,81.0
Post Malone,I Fall Apart,26.896551724137932,29,0,,,,,,,,,,,,2018-04-25,,,,,,
Post Malone,Jonestown (Interlude),73.0,1,0,,,,,,,,,,,,2018-05-09,,,,,,
Post Malone,Otherside,67.5,2,0,8876006.0,"pop,rap",0.96,246dkjvS1zLTtiykXe5h60,228.22667,2.62385,9.0,0.646,-5.688,0.0,0.572,2018-05-16,225.26839,104.931,4.0,0.935,4qWCFTuNnmGNdY4egtb4ZY,75.0
Post Malone,Over Now,59.0,3,0,8876006.0,"pop,rap",0.96,246dkjvS1zLTtiykXe5h60,246.98667,0.0,4.0,0.64,-4.041,0.0,0.49,2018-05-23,244.4829,163.898,4.0,0.983,09IOPhEh1OMe0HD9b36FJk,78.0
Post Malone,Paranoid,57.666666666666664,6,0,,,,,,,,,,,,2018-06-13,,,,,,
Post Malone,Rich & Sad,56.666666666666664,6,0,,,,,,,,,,,,2018-06-13,,,,,,
Post Malone,Stay,53.75,4,0,8876006.0,"pop,rap",0.96,246dkjvS1zLTtiykXe5h60,204.42667,0.0,5.0,0.543,-5.396,1.0,0.614,2018-05-30,196.17959,85.913,4.0,0.812,4H7WNRErSbONkM06blBoGc,81.0
Post Malone,Sugar Wraith,57.0,1,0,,,,,,,,,,,,2018-05-09,,,,,,
Post Malone,Takin' Shots,64.33333333333333,3,0,8876006.0,"pop,rap",0.96,246dkjvS1zLTtiykXe5h60,216.74667,0.0,5.0,0.143,-6.193,1.0,0.241,2018-05-23,214.58721,120.092,4.0,1.0,5ffntNJnJOeFv7b7DCd0Bw,76.0
Post Malone,Zack And Codeine,58.666666666666664,3,0,8876006.0,"pop,rap",0.96,246dkjvS1zLTtiykXe5h60,204.36,0.0,5.0,0.295,-5.198,0.0,0.437,2018-05-23,193.24807,138.032,4.0,0.839,5lZZmityu9TAjNvSY6GLhR,76.0
Post Malone & Swae Lee,Sunflower (Spider-Man: Into The Spider-Verse),18.8,5,1,,,,,,,,,,,,,,,,,,
Post Malone Featuring 21 Savage,Rockstar,10.825,40,24,8876006.0,"pop,rap",0.96,246dkjvS1zLTtiykXe5h60,218.14667,0.0,5.0,0.421,-6.09,0.0,0.333,2018-07-04,215.41152,159.847,4.0,0.5,0e7ipj03S05BNilyu5bRzt,90.0
Post Malone Featuring G-Eazy & YG,Same Bitches,59.666666666666664,3,0,,,,,,,,,,,,,,,,,,
Post Malone Featuring Nicki Minaj,Ball For Me,61.357142857142854,14,0,8876006.0,"pop,rap",0.96,246dkjvS1zLTtiykXe5h60,206.26667,2.02594,9.0,0.127,-4.125,1.0,0.322,2018-08-08,199.90639,134.044,4.0,1.0,6IaieqiCVvsNvEt6Y7yOFa,81.0
Post Malone Featuring Quavo,Congratulations,25.423076923076923,26,4,8875999.0,"pop,rap",0.96,246dkjvS1zLTtiykXe5h60,220.29333,0.0,6.0,0.639,-4.183,1.0,0.633,2017-12-20,216.68281,123.146,4.0,0.862,3a1lNhkSLSkpJE4MSHpDu9,85.0
Post Malone Featuring Swae Lee,Spoil My Night,60.0,5,0,,,,,,,,,,,,2018-06-06,,,,,,
Post Malone Featuring Ty Dolla $ign,Psycho,16.564102564102566,39,21,8876013.0,"pop,rap",0.96,246dkjvS1zLTtiykXe5h60,221.44,2.46132,8.0,0.498,-8.011,1.0,0.534,2018-11-28,217.06594,140.124,4.0,0.856,3swc6WTsr7rl9DqQKQA55C,88.0
Pusha T,If You Know You Know,73.0,1,0,,,,,,,,,,,,2018-06-06,,,,,,
Pusha T,Infrared,65.0,1,0,,,,0ONHkAv9pCAFxb0zJwDNTy,,,,,,,,2018-06-06,,,,,6cpsixIHI63L0hwh3CwZg3,60.0
Pusha T,The Games We Play,100.0,1,0,,,,,,,,,,,,2018-06-06,,,,,,
Pusha T Featuring Kanye West,What Would Meek Do?,75.0,1,0,,,,,,,,,,,,2018-06-06,,,,,,
Quavo,Biggest Alley Oop,86.0,1,0,2304264.0,"pop,pop rap,rap,trap music",0.91,0VRj0yCOv2FXJNP47XQnx5,180.96,0.0,0.0,0.788,-5.389,1.0,0.553,2018-10-24,177.13342,75.481,4.0,0.977,6Q36XucqrejMId3RydVhch,73.0
Quavo,Huncho Dreams,93.0,1,0,2304264.0,"pop,pop rap,rap,trap music",0.91,0VRj0yCOv2FXJNP47XQnx5,211.9634,0.0,2.0,0.565,-7.635,1.0,0.543,2018-10-24,209.52526,153.987,4.0,0.879,7pVzUPjJ83QojsVcOthmxP,69.0
Quavo,W O R K I N M E,72.26666666666667,15,0,,,,,,,,,,,,2018-11-28,,,,,,
Quavo & Lil Yachty,Ice Tray,81.8,5,0,,,,,,,,,,,,,,,,,,
Quavo Featuring 21 Savage,Pass Out,61.0,1,0,2304264.0,"pop,pop rap,rap,trap music",0.91,0VRj0yCOv2FXJNP47XQnx5,224.90317,0.0,11.0,0.943,-4.921,0.0,0.692,2018-10-24,221.82603,143.038,4.0,1.0,3edzl4zvKFi0D3iuF6cs2f,80.0
Quavo Featuring Drake,Flip The Switch,48.0,1,0,2304264.0,"pop,pop rap,rap,trap music",0.91,0VRj0yCOv2FXJNP47XQnx5,156.1951,0.0,3.0,0.288,-5.924,0.0,0.228,2018-10-24,149.80934,86.048,4.0,1.0,1rlIrbWboTRGeKfHhgbJRZ,78.0
Quavo Featuring Lil Baby,Lose It,100.0,1,0,,,,,,,,,,,,,,,,,,
Quavo Featuring Travis Scott,Rerun,88.0,1,0,2304264.0,"pop,pop rap,rap,trap music",0.91,0VRj0yCOv2FXJNP47XQnx5,236.94753,0.0,5.0,0.182,-4.435,1.0,0.333,2018-10-24,223.79392,153.992,4.0,1.0,0JYAsQJWIuaYUvZGF1qapT,73.0
"Quavo, Takeoff & Offset",Too Hotty,95.75,4,0,,,,,,,,,,,,,,,,,,
Queen,Bohemian Rhapsody,41.0,3,0,11037003.0,"glam rock,rock",0.97,1dfeR4HaWDbWqFHLkxsg1d,354.32,0.19084,3.0,0.0,-9.91,1.0,0.106,2018-11-28,334.11193,142.913,4.0,0.845,7tFiyTwD0nx5a1eklYtX2J,81.0
Queen Naija,Karma,80.5,2,0,532595.0,"deep pop r&b,pop,r&b",0.69,3nViOFa3kZW8OMSNOzwr98,176.07556,2.57741,1.0,0.055,-7.132,1.0,0.276,2018-08-08,171.8741,104.95,4.0,0.982,3qmm9AdG0TnShv0drgXNIQ,71.0
Queen Naija,Medicine,73.4,20,0,532595.0,"deep pop r&b,pop,r&b",0.69,3nViOFa3kZW8OMSNOzwr98,219.13583,0.12168,8.0,0.58,-8.437,0.0,0.495,2018-10-24,213.82095,116.06,4.0,1.0,4lFfMRH0YH4pW5gczTDbNC,74.0
Rae Sremmurd,Perplexing Pegasus,89.33333333333333,3,0,4221269.0,"hip hop,pop,pop rap,rap,southern hip hop,trap music",0.82,7iZtZyCzp3LItcw1wtPI3D,204.78712,0.0683,1.0,0.77,-8.789,1.0,0.449,2017-09-06,197.10839,145.975,4.0,1.0,1ung2kajpw24AaHjBtPY3j,69.0
Rae Sremmurd,Swang,50.0,1,0,4221269.0,"hip hop,pop,pop rap,rap,southern hip hop,trap music",0.82,7iZtZyCzp3LItcw1wtPI3D,208.12,0.0,8.0,0.969,-9.319,1.0,0.861,2017-06-28,190.93188,139.992,4.0,1.0,6mapJIPnQ23RTAevUoE0DL,75.0
Rae Sremmurd & Juicy J,Powerglide,52.11764705882353,17,0,,,,,,,,,,,,,,,,,,
Rae Sremmurd & Travis Scott,Close,98.0,1,0,,,,,,,,,,,,,,,,,,
Rascal Flatts,Yours If You Want It,78.14285714285714,7,0,1642489.0,"contemporary country,country,country road,pop rock",0.73,0a1gHP0HAqALbEyxaD5Ngn,206.82667,3.58168,8.0,0.585,-3.152,1.0,0.696,2017-08-09,193.13197,112.998,4.0,0.984,4D4xJ4LyDXBWIf9thFSMAJ,63.0
Reik Featuring Ozuna & Wisin,Me Niego,85.66666666666667,3,0,,,,,,,,,,,,,,,,,,
RiceGum Featuring Alissa Violet,Its Every Night Sis,80.0,1,0,331640.0,,0.54,5RQqbE8uh2NwotXk6wvYa6,155.19347,0.0,8.0,0.741,-5.598,1.0,0.578,2017-09-06,137.91492,98.984,4.0,1.0,15Uxmx6D6hW0gY5kc7bpqU,60.0
Rich The Kid,Plug Walk,30.5,20,0,1261747.0,"hip hop,pop,pop rap,rap,southern hip hop,trap music",0.84,1pPmIToKXyGdsCF6LmqLmI,175.2298,0.09909,11.0,0.194,-6.531,1.0,0.344,2018-07-04,156.18322,94.981,4.0,0.989,1ZAyjvIk9YiD76yYy0TEG6,84.0
Rich The Kid Featuring Kendrick Lamar,New Freezer,59.21052631578947,19,0,,,,,,,,,,,,2018-06-13,,,,,,
Romeo Santos,Imitadora,91.0,1,0,6573865.0,"bachata,latin,tropical",0.86,5lwmRuXgjX8xIwlnauTZIP,234.82875,2.47873,8.0,0.354,-6.889,0.0,0.459,2017-08-09,229.56408,125.997,4.0,0.967,6r46lnXFbE9fr2d3KNaGbe,72.0
Romeo Santos Featuring Nicky Jam & Daddy Yankee,Bella y Sensual,95.0,1,0,,,,,,,,,,,,,,,,,,
Russ,Losin Control,88.25,4,0,,,,,,,,,,,,2017-07-19,,,,,,
Russell Dickerson,Blue Tacoma,66.35714285714286,14,0,127914.0,"canadian contemporary country,contemporary country,country,country road,modern country rock",0.67,1E2AEtxaFaJtH0lO7kgNKw,212.06667,2.69932,9.0,0.561,-4.879,1.0,0.485,2018-11-28,195.70358,160.139,4.0,0.813,2oPCR02nduYVpj7CTfsA0d,73.0
Russell Dickerson,Yours,65.84210526315789,19,0,127914.0,"canadian contemporary country,contemporary country,country,country road,modern country rock",0.67,1E2AEtxaFaJtH0lO7kgNKw,216.96,4.05188,11.0,0.614,-6.005,1.0,0.596,2018-03-07,203.73769,134.058,4.0,0.831,6RSNKGdv3nDTHqgw4bdzyF,72.0
SOB X RBE,Paramedic!,75.0,4,0,,,,,,,,,,,,2018-03-14,,,,,,
SZA,Broken Clocks,94.0,4,0,,,,,,,,,,,,2018-04-25,,,,,,
SZA,The Weekend,50.625,24,0,2173503.0,"hip hop,indie r&b,pop,pop rap,r&b,rap",0.83,7tYKF4w9nC0nq9CsPZTHyP,272.18667,0.0,8.0,0.263,-9.405,0.0,0.388,2018-01-24,272.18668,68.191,5.0,0.695,6gU9OKjOE7ghfEd55oRO57,75.0
SZA Featuring Travis Scott,Love Galore,46.45,20,0,2173502.0,"hip hop,indie r&b,pop,pop rap,r&b,rap",0.83,7tYKF4w9nC0nq9CsPZTHyP,275.08,2.08399,0.0,0.354,-6.2,1.0,0.741,2017-11-08,255.23955,135.002,4.0,0.881,0q75NwOoFiARAVp4EXU4Bs,78.0
Sam Hunt,Body Like A Back Road,21.636363636363637,22,2,1484094.0,contemporary country,0.74,2kucQ9jQwuD8jWdtR9Ef38,165.38667,1.13773,5.0,0.331,-7.226,1.0,0.359,2017-11-22,159.56753,98.963,4.0,0.34,7mldq42yDuxiUNn08nvzHO,78.0
Sam Hunt,Downtown's Dead,96.0,2,0,,,,,,,,,,,,2018-07-11,,,,,,
Sam Smith,Too Good At Goodbyes,12.826086956521738,23,14,7360761.0,"pop,post-teen pop",0.9,2wY79sveU1sp5g7SokKOiI,201.0,0.0,5.0,0.506,-8.249,1.0,0.445,2018-02-28,198.76862,91.5,4.0,0.964,3VlbOrM6nYPprVvzBZllE5,78.0
Sam Smith Featuring Logic,Pray,68.5,2,0,7360761.0,"pop,post-teen pop",0.9,2wY79sveU1sp5g7SokKOiI,221.59592,0.0,7.0,0.0,-9.423,1.0,0.361,2017-11-22,216.5551,175.515,3.0,0.994,59ljpSFcgtfWJKS3vqG27R,68.0
"ScHoolboy Q, 2 Chainz & Saudi",X,70.0,5,0,,,,,,,,,,,,,,,,,,
Scotty McCreery,Five More Minutes,70.84210526315789,19,0,,,,,,,,,,,,2018-04-25,,,,,,
Selena Gomez,Back To You,29.576923076923077,26,0,,,,,,,,,,,,2018-11-14,,,,,,
Selena Gomez,Bad Liar,42.7,10,0,,,,,,,,,,,,,,,,,,
Selena Gomez Featuring Gucci Mane,Fetish,60.916666666666664,12,0,,,,,,,,,,,,2017-10-11,,,,,,
Selena Gomez X Marshmello,Wolves,32.72727272727273,22,0,12437767.0,"dance pop,pop,post-teen pop",0.91,0C8ZW7ezQVs4URX5aX7Kqx,197.99333,0.24358,11.0,0.498,-4.59,0.0,0.587,2018-04-04,190.96091,124.946,4.0,1.0,0tBbt8CrmxbjRP0pueQkyU,84.0
Shakira Featuring Nicky Jam,Perro Fiel,100.0,1,0,14443132.0,"colombian pop,dance pop,latin,latin pop,mexican pop,pop",0.86,0EmeFodog0BfCgMzAIvKQp,195.21333,0.19741,1.0,0.679,-4.836,1.0,0.701,2017-12-13,191.93034,183.817,4.0,1.0,70lnL3QaSOIIyMa2X9aVRL,75.0
Shawn Mendes,In My Blood,29.73913043478261,23,0,,,,,,,,,,,,2018-08-29,,,,,,
Shawn Mendes,There's Nothing Holdin' Me Back,19.666666666666668,27,8,,,,,,,,,,,,2017-12-27,,,,,,
Shawn Mendes Featuring Khalid,Youth,70.5,2,0,,,,,,,,,,,,2018-06-06,,,,,,
Shawn Mendes X Zedd,Lost In Japan,64.66666666666667,9,0,13213843.0,"canadian pop,dance pop,pop,post-teen pop,viral pop",0.9,7n2wHs1TKAczGzO7Dd2rGr,201.25333,3.23338,10.0,0.0,-5.377,1.0,0.0,2018-11-28,190.9551,107.184,4.0,0.979,575NJxNUVDqwJGdzBrlLbv,84.0
Sheck Wes,Mo Bamba,31.846153846153847,13,3,189105.0,"hip hop,pop rap,rap,southern hip hop,trap music,underground hip hop",0.83,2RDOrhPqAM4jzTRCEb19qX,183.90667,0.10984,4.0,0.379,-5.266,1.0,0.352,2018-11-28,176.49488,146.034,4.0,1.0,1xzBco0xcoJEDXktl7Jxrr,93.0
Silk City x Dua Lipa,Electricity,96.6,5,0,18294.0,"edm,house,pop",0.78,2X97ZAqRKRMYFIDqtvGgGc,238.17333,0.238,0.0,0.422,-6.439,1.0,0.479,2018-11-28,230.01687,118.159,4.0,1.0,5N4erncE7kuUccm7zEmwzk,89.0
"Sofi Tukker Featuring NERVO, The Knocks & Alisa Ueno",Best Friend,90.6,5,0,,,,,,,,,,,,,,,,,,
"Sofia Carson, Cameron Boyce, Booboo Stewart & Mitchell Hope",Chillin' Like A Villain,95.0,1,0,,,,,,,,,,,,,,,,,,
Steve Aoki Featuring BTS,Waste It On Me,89.0,1,0,,,,,,,,,,,,2018-11-07,,,,,,
Sugarland Featuring Taylor Swift,Babe,83.5,2,0,799091.0,"contemporary country,country,country dawn,country road,modern country rock",0.64,0hYxQe3AK5jBPCr5MumLHD,215.10667,0.21474,4.0,0.0,-3.292,1.0,0.14,2018-06-20,210.1522,171.72,4.0,0.996,7fRruZ12gXGwBs0zXQ6e5V,67.0
Swae Lee Featuring Slim Jxmmi,Guatemala,84.0,1,0,,,,,,,,,,,,2018-04-25,,,,,,
TK Kravitz Featuring Jacqueez,Ocean,80.33333333333333,3,0,,,,,,,,,,,,,,,,,,
TakeOff,Casper,99.0,1,0,,,,,,,,,,,,2018-11-14,,,,,,
TakeOff,Last Memory,61.0,2,0,,,,,,,,,,,,2018-11-14,,,,,,
Tank,When We,89.47368421052632,19,0,330051.0,"deep pop r&b,r&b,rap,urban contemporary",0.62,4mwXUEKaW4ftbncf9Hi58l,309.12,0.0,6.0,0.202,-9.51,0.0,0.396,2018-05-23,302.50376,117.863,4.0,1.0,2HWelwHQS4EdRqIycZOc3O,64.0
Tay-K,The Race,60.73684210526316,19,0,1109172.0,"rap,trap music,underground hip hop,vapor trap",0.72,2ODbg2404zUzTi02qIPEjB,140.0,0.0,9.0,0.453,-6.064,1.0,0.402,2018-01-03,133.13161,160.223,4.0,0.805,3wGXyJGsCf1myH5MooQIqE,75.0
Taylor Swift,...Ready For It?,41.73684210526316,19,1,16381977.0,"dance pop,pop,post-teen pop",0.89,06HL4z0CvFAxyc27GXpf02,208.18667,0.17438,2.0,0.327,-6.509,1.0,0.396,2018-01-24,203.80154,160.015,4.0,0.996,2yLa0QULdQr0qAIvVwN6B5,76.0
Taylor Swift,Call It What You Want,50.0,2,0,16381977.0,"dance pop,pop,post-teen pop",0.89,06HL4z0CvFAxyc27GXpf02,203.50667,0.22639,9.0,0.146,-9.874,1.0,0.238,2017-11-29,198.12426,163.954,4.0,1.0,1GwMQaZz6Au3QLDbjbMdme,72.0
Taylor Swift,Delicate,34.57142857142857,35,0,,,,,,,,,,,,2018-11-14,,,,,,
Taylor Swift,Gorgeous,64.0,4,0,16381977.0,"dance pop,pop,post-teen pop",0.89,06HL4z0CvFAxyc27GXpf02,209.68,0.31347,7.0,0.204,-6.684,1.0,0.518,2017-11-29,201.96717,92.027,4.0,1.0,1ZY1PqizIl78geGM4xWlEA,75.0
Taylor Swift,Look What You Made Me Do,31.526315789473685,19,7,16381977.0,"dance pop,pop,post-teen pop",0.89,06HL4z0CvFAxyc27GXpf02,211.85333,0.34884,9.0,0.699,-6.471,0.0,0.625,2018-01-10,209.84454,128.07,4.0,0.979,1P17dC1amhFzptugyAO7Il,79.0
Taylor Swift Featuring Ed Sheeran & Future,End Game,51.07692307692308,13,0,,,,,,,,,,,,,,,,,,
Tee Grizzley,First Day Out,65.8,10,0,1023794.0,"detroit hip hop,detroit trap,hip hop,pop rap,rap,southern hip hop,trap music,vapor trap",0.79,6AUl0ykLLpvTktob97x9hO,254.69388,0.0,1.0,0.722,-6.33,1.0,0.764,2017-08-30,243.83274,98.008,4.0,0.937,3muBQDekYAg7jm6hDu6R0Z,74.0
The Carters,Apes**t,46.733333333333334,15,0,,,,,,,,,,,,2018-10-03,,,,,,
The Carters,Boss,88.0,2,0,,,,,,,,,,,,2018-07-04,,,,,,
The Carters,Friends,99.0,1,0,,,,,,,,,,,,,,,,,,
The Carters,Nice,95.0,1,0,308462.0,"pop,rap",0.71,4fpTMHe34LC5t3h5ztK8qu,233.68,2.39166,1.0,0.558,-5.587,1.0,0.552,2018-06-27,228.93714,119.922,4.0,0.84,44lusH2vzc4sRAwsooRhPh,60.0
The Carters,Summer,84.0,1,0,308462.0,"pop,rap",0.71,4fpTMHe34LC5t3h5ztK8qu,285.2,0.24109,10.0,0.388,-6.374,1.0,0.318,2018-06-27,279.88753,135.414,4.0,0.952,7zmleW3XZx0uUsL2CkFuDe,58.0
The Chainsmokers,Everybody Hates Me,100.0,1,0,9799613.0,"edm,electropop,pop,tropical house",0.89,69GGBxA162lTqCwzJG5jLp,224.29333,0.69655,11.0,0.602,-5.316,0.0,0.755,2018-03-28,217.66966,154.918,4.0,0.958,0ZEWFTjl00H5aoTYqh2tkl,62.0
The Chainsmokers,Honest,80.75,4,0,9799601.0,"edm,electropop,pop,tropical house",0.89,69GGBxA162lTqCwzJG5jLp,208.0,0.2146,0.0,0.336,-10.772,0.0,0.498,2017-09-06,197.65986,100.035,4.0,1.0,6KjbNLbRjuoa8rEq5yNA6H,65.0
The Chainsmokers,Sick Boy,84.0,3,0,9799610.0,"edm,electropop,pop,tropical house",0.89,69GGBxA162lTqCwzJG5jLp,193.94667,0.24376,11.0,0.633,-6.371,0.0,0.68,2018-02-14,193.94667,180.017,4.0,0.922,22nebdx3j16qQKRrm0mVe7,67.0
The Chainsmokers & Coldplay,Something Just Like This,24.652173913043477,23,2,,,,,,,,,,,,,,,,,,
The Chainsmokers Featuring Emily Warren,Side Effects,79.16666666666667,6,0,,,,,,,,,,,,2018-09-26,,,,,,
The Chainsmokers Featuring Halsey,Closer,35.57142857142857,7,0,9799601.0,"edm,electropop,pop,tropical house",0.89,69GGBxA162lTqCwzJG5jLp,244.96,0.17914,8.0,0.643,-5.599,1.0,0.618,2017-08-09,231.20109,95.01,4.0,1.0,7BKLCZ1jbUBVqRi2FVlTVw,85.0
The Chainsmokers Featuring Kelsea Ballerini,This Feeling,84.5,6,0,9799625.0,"edm,electropop,pop,tropical house",0.89,69GGBxA162lTqCwzJG5jLp,199.22667,0.57474,1.0,0.413,-5.304,1.0,0.546,2018-11-28,189.91601,105.159,4.0,1.0,6LKYeyLt4G4SlZ6OJwFhVS,77.0
The Revivalists,Wish I Knew You,91.55555555555556,9,0,,,,,,,,,,,,2017-10-11,,,,,,
The Weeknd,Call Out My Name,52.44444444444444,18,1,13474384.0,"canadian contemporary r&b,canadian pop,pop,rap",0.9,1Xyo4u8uXC1ZmMpatF05PJ,228.37333,0.0,1.0,0.403,-4.892,1.0,0.347,2018-08-08,224.17705,134.144,3.0,1.0,4MPTj8lMMvxLwT3EwuXFop,82.0
The Weeknd,Privilege,52.0,1,0,13474379.0,"canadian contemporary r&b,canadian pop,pop,rap",0.9,1Xyo4u8uXC1ZmMpatF05PJ,170.57333,0.0,11.0,0.63,-7.094,0.0,0.67,2018-04-11,150.55819,93.78,4.0,0.639,26Fqtv4Aa7kyd1WWGHai6A,70.0
The Weeknd,Reminder,88.08333333333333,12,0,,,,,,,,,,,,2017-09-20,,,,,,
The Weeknd,Try Me,50.0,2,0,,,,,,,,,,,,2018-04-18,,,,,,
The Weeknd,Wasted Times,55.333333333333336,3,0,,,,,,,,,,,,2018-04-25,,,,,,
The Weeknd & Kendrick Lamar,Pray For Me,21.25,20,5,,,,,,,,,,,,,,,,,,
The Weeknd Featuring Gesaffelstein,Hurt You,43.0,1,0,13474379.0,"canadian contemporary r&b,canadian pop,pop,rap",0.9,1Xyo4u8uXC1ZmMpatF05PJ,230.02667,0.0,5.0,0.468,-7.193,0.0,0.571,2018-04-11,216.02104,184.131,4.0,1.0,13wNEvWmBsWaWVtiLPRIW5,73.0
The Weeknd Featuring Gesaffelstein,I Was Never There,35.0,1,0,13474379.0,"canadian contemporary r&b,canadian pop,pop,rap",0.9,1Xyo4u8uXC1ZmMpatF05PJ,241.06667,0.0,10.0,0.809,-4.054,1.0,0.427,2018-04-11,233.56952,113.923,4.0,0.997,5rgnyXr2PXFWsAnPFew077,70.0
Thomas Rhett,Life Changes,58.214285714285715,14,0,,,,,,,,,,,,2018-10-03,,,,,,
Thomas Rhett,Marry Me,44.94736842105263,19,0,,,,,,,,,,,,2018-04-25,,,,,,
Thomas Rhett,Sixteen,89.0,2,0,2244319.0,"contemporary country,country,country road,modern country rock",0.78,6x2LnllRG5uGarZMsD4iO8,178.33333,0.30726,1.0,0.776,-7.014,1.0,0.698,2018-11-28,174.53859,106.992,4.0,1.0,3pJkBPHadRAxBBo484RipI,72.0
Thomas Rhett,Unforgettable,59.1,20,0,,,,,,,,,,,,,,,,,,
Thomas Rhett Featuring Maren Morris,Craving You,48.9,10,0,2244319.0,"contemporary country,country,country road,modern country rock",0.78,6x2LnllRG5uGarZMsD4iO8,223.62667,3.29143,9.0,0.512,-3.772,0.0,0.405,2017-08-30,216.98467,104.978,4.0,0.984,2d48mamATjby7wgPjdrSOQ,68.0
Tiesto & Dzeko Featuring Preme & Post Malone,Jackie Chan,65.21052631578948,19,0,,,,,,,,,,,,,,,,,,
Tim McGraw & Faith Hill,The Rest Of Our Life,98.0,1,0,,,,,,,,,,,,,,,,,,
Tory Lanez & Rich The Kid,Talk To Me,77.75,4,0,,,,,,,,,,,,,,,,,,
Travis Scott,5% Tint,62.5,2,0,,,,,,,,,,,,2018-08-22,,,,,,
Travis Scott,Astrothunder,48.0,1,0,3791671.0,"pop,pop rap,rap",0.96,0Y5tJX1MQlPlqiwlOH1tJY,142.9693,0.0,4.0,0.413,-8.111,0.0,0.357,2018-08-15,136.55655,151.901,4.0,1.0,4MXhiYIRDMGAuvZc5IFTwC,76.0
Travis Scott,Butterfly Effect,64.57142857142857,21,0,,,,0Y5tJX1MQlPlqiwlOH1tJY,190.5571,0.0,11.0,0.243,-5.85,1.0,0.135,2018-08-15,179.35093,140.958,4.0,1.0,2cYqizR4lgvp4Qu6IQ3qGN,83.0
Travis Scott,Can't Say,53.5,2,0,,,,,,,,,,,,2018-08-22,,,,,,
Travis Scott,Carousel,52.5,2,0,,,,,,,,,,,,2018-08-22,,,,,,
Travis Scott,Coffee Bean,68.0,1,0,,,,,,,,,,,,2018-08-15,,,,,,
Travis Scott,Goosebumps,41.5,4,0,,,,,,,,,,,,2017-07-19,,,,,,
Travis Scott,Houstonfornication,53.0,1,0,,,,,,,,,,,,2018-08-15,,,,,,
Travis Scott,NC-17,41.0,1,0,3791671.0,"pop,pop rap,rap",0.96,0Y5tJX1MQlPlqiwlOH1tJY,156.88567,0.0,2.0,0.787,-5.48,1.0,1.0,2018-08-15,152.91501,136.052,4.0,1.0,6BJbOXDlgVAXSaq6wYFYT2,74.0
Travis Scott,No Bystanders,55.0,2,0,,,,,,,,,,,,2018-08-22,,,,,,
Travis Scott,R.I.P Screw,50.5,2,0,,,,,,,,,,,,2018-08-22,,,,,,
Travis Scott,Sicko Mode,5.5625,16,16,3791675.0,"pop,pop rap,rap",0.96,0Y5tJX1MQlPlqiwlOH1tJY,312.82041,0.0,8.0,0.411,-3.714,1.0,0.476,2018-11-28,307.04907,155.008,4.0,0.932,2xLMifQCjDGFmkHkpNLD9h,95.0
Travis Scott,Skeletons,47.0,1,0,3791671.0,"pop,pop rap,rap",0.96,0Y5tJX1MQlPlqiwlOH1tJY,145.58848,0.0,0.0,0.301,-5.948,0.0,0.505,2018-08-15,141.3805,148.054,4.0,1.0,6NMtzpDQBTOfJwMzgMX0zl,74.0
Travis Scott,Stargazing,51.125,8,1,,,,,,,,,,,,2018-10-03,,,,,,
Travis Scott,Stop Trying To Be God,46.5,2,0,,,,,,,,,,,,2018-08-22,,,,,,
Travis Scott,Wake Up,50.5,2,0,,,,,,,,,,,,2018-08-22,,,,,,
Travis Scott,Who? What!,43.0,1,0,3791671.0,"pop,pop rap,rap",0.96,0Y5tJX1MQlPlqiwlOH1tJY,176.72023,0.0,10.0,0.597,-5.603,0.0,0.551,2018-08-15,174.34703,140.001,4.0,1.0,4KYS9GK68yeuUJ8vJfPxrq,75.0
Travis Scott,Yosemite,64.125,8,0,,,,,,,,,,,,2018-10-03,,,,,,
Travis Scott Featuring Lil Uzi Vert & Kanye West,Watch,57.8,5,0,,,,,,,,,,,,,,,,,,
Trey Songz,Nobody Else But You,94.5,2,0,,,,,,,,,,,,2017-07-05,,,,,,
Trippie Redd,Love Scars 3,73.0,1,0,,,,,,,,,,,,2018-11-21,,,,,,
